IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Suriname,SEX_FMLE,21
Prevalence of obesity among children and adolescents (5–19 years) (%),Suriname,SEX_BTSX,18.16
Prevalence of overweight in children under 5 (%),Suriname,NA,3.8
Prevalence of stunting in children under 5 (%),Suriname,NA,7.6
Prevalence of wasting in children under 5 (%),Suriname,NA,5.5
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Suriname,NA,21.6
Proportion of births attended by skilled health personnel (%),Suriname,NA,100
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Suriname,NA,8
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Suriname,NA,28
Proportion of population using a hand-washing facility with soap and water (%),Suriname,NA,72.12
Proportion of population using safely-managed drinking-water services (%),Suriname,NA,55.8
Proportion of population using safely-managed sanitation services (%),Suriname,NA,25.16
Proportion of population with primary reliance on clean fuels and technology (%),Suriname,NA,95.5
Proportion of safely treated domestic wastewater flows (%),Suriname,NA,23.83
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Suriname,SEX_FMLE,57.5
Reported number of people requiring interventions against NTDs,Suriname,NA,40
Road traffic mortality rate (per 100 000 population),Suriname,NA,16.2
Suicide mortality rate (per 100 000 population),Suriname,NA,22.16
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Suriname,SEX_BTSX,6.63
Total net official development assistance to medical research and basic health sectors per capita (US$) by recipient country,Suriname,NA,10.84
Tuberculosis incidence (per 100 000 population),Suriname,NA,29
UHC: Service coverage index,Suriname,NA,62.66
Under-five mortality rate (per 1000 live births),Suriname,SEX_BTSX,16.6
Adolescent birth rate (per 1000 women),Sweden,AGEGROUP_YEARS10-14,0
Adolescent birth rate (per 1000 women),Sweden,AGEGROUP_YEARS15-19,1.97
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Sweden,SEX_BTSX,8.08
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Sweden,SEX_BTSX,30.2
Age-standardized prevalence of obesity among adults (18+ years) (%),Sweden,SEX_BTSX,15.27
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Sweden,SEX_BTSX,22.7
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Sweden,NA,6.4
Average of 15 International Health Regulations core capacity scores,Sweden,NA,88.07
Contact coverage of treatment services for drug use disorders (%),Sweden,DRUG,35.43
Density of dentists (per 10 000 population) ,Sweden,NA,17.7
Density of medical doctors (per 10 000 population) ,Sweden,NA,71.52
Density of nursing and midwifery personnel (per 10 000 population) ,Sweden,NA,217.04
Density of pharmacists (per 10 000 population) ,Sweden,NA,16.18
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Sweden,NA,94
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Sweden,NA,19.55
Healthy life expectancy at birth (years),Sweden,SEX_FMLE,71.17
Healthy life expectancy at birth (years),Sweden,SEX_MLE,71.03
Healthy life expectancy at birth (years),Sweden,SEX_BTSX,71.12
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Sweden,NA,0.13
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Sweden,SEX_FMLE,83
Life expectancy at birth (years),Sweden,SEX_MLE,81.02
Life expectancy at birth (years),Sweden,SEX_BTSX,82.66
Life expectancy at birth (years),Sweden,SEX_FMLE,84.31
Maternal mortality ratio (per 100 000 live births),Sweden,NA,4.51
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Sweden,NA,91
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Sweden,SEX_BTSX,3
Mortality rate due to homicide (per 100 000 population),Sweden,NA,1.06
Mortality rate from unintentional poisoning (per 100 000 population),Sweden,NA,0.15
Neonatal mortality rate (per 1000 live births),Sweden,SEX_BTSX,1.39
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Sweden,NA,0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),Sweden,NA,6.99
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Sweden,NA,1.97
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Sweden,NA,67.53
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Sweden,NA,94
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Sweden,SEX_FMLE,13.6
Prevalence of obesity among children and adolescents (5–19 years) (%),Sweden,SEX_BTSX,10.12
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Sweden,NA,8.21
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Sweden,NA,6
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Sweden,NA,21
Proportion of population using safely-managed drinking-water services (%),Sweden,NA,99.74
Proportion of population using safely-managed sanitation services (%),Sweden,NA,95.56
Proportion of population with primary reliance on clean fuels and technology (%),Sweden,NA,100
Proportion of safely treated domestic wastewater flows (%),Sweden,NA,96.98
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Sweden,SEX_FMLE,86.7
Reported number of people requiring interventions against NTDs,Sweden,NA,37
Road traffic mortality rate (per 100 000 population),Sweden,NA,2.1
Suicide mortality rate (per 100 000 population),Sweden,NA,13.82
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Sweden,SEX_BTSX,9.3
Tuberculosis incidence (per 100 000 population),Sweden,NA,3.9
UHC: Service coverage index,Sweden,NA,85.25
Under-five mortality rate (per 1000 live births),Sweden,SEX_BTSX,2.49
Adolescent birth rate (per 1000 women),Switzerland,AGEGROUP_YEARS15-19,1.44
Adolescent birth rate (per 1000 women),Switzerland,AGEGROUP_YEARS10-14,0
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Switzerland,SEX_BTSX,10.4
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Switzerland,SEX_BTSX,21.9
Age-standardized prevalence of obesity among adults (18+ years) (%),Switzerland,SEX_BTSX,12.11
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Switzerland,SEX_BTSX,25.5
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Switzerland,NA,9.25
Average of 15 International Health Regulations core capacity scores,Switzerland,NA,91.13
Density of dentists (per 10 000 population) ,Switzerland,NA,4.06
Density of medical doctors (per 10 000 population) ,Switzerland,NA,44.43
Density of nursing and midwifery personnel (per 10 000 population) ,Switzerland,NA,187.62
Density of pharmacists (per 10 000 population) ,Switzerland,NA,6.62
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Switzerland,NA,96
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Switzerland,NA,11.72
Healthy life expectancy at birth (years),Switzerland,SEX_MLE,70.91
Healthy life expectancy at birth (years),Switzerland,SEX_FMLE,71.35
Healthy life expectancy at birth (years),Switzerland,SEX_BTSX,71.15
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Switzerland,NA,0.16
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Switzerland,SEX_FMLE,71
Life expectancy at birth (years),Switzerland,SEX_MLE,81.48
Life expectancy at birth (years),Switzerland,SEX_BTSX,83.33
Life expectancy at birth (years),Switzerland,SEX_FMLE,85.11
Maternal mortality ratio (per 100 000 live births),Switzerland,NA,7.38
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Switzerland,NA,94
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Switzerland,SEX_BTSX,2.5
Mortality rate due to homicide (per 100 000 population),Switzerland,NA,0.44
Mortality rate from unintentional poisoning (per 100 000 population),Switzerland,NA,0.12
Neonatal mortality rate (per 1000 live births),Switzerland,SEX_BTSX,2.88
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Switzerland,NA,0
Percentage of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporin (%),Switzerland,NA,9.56
Percentage of bloodstream infections due methicillin-resistant Staphylococcus aureus (%),Switzerland,NA,4.34
"Percentage of total antibiotic consumption being from the AWaRe ""Access"" antibiotics category  (%)",Switzerland,NA,65.21
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Switzerland,NA,89
Population with household expenditures on health > 10% of total household expenditure or income (%),Switzerland,NA,7.9
Population with household expenditures on health > 25% of total household expenditure or income (%),Switzerland,NA,0.32
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Switzerland,SEX_FMLE,11.3
Prevalence of obesity among children and adolescents (5–19 years) (%),Switzerland,SEX_BTSX,6.96
Probability of dying from any of CVD cancer diabetes CRD between age 30 and exact age 70 (%),Switzerland,NA,7.88
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Switzerland,NA,2
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Switzerland,NA,12
Proportion of population using safely-managed drinking-water services (%),Switzerland,NA,96.7
Proportion of population using safely-managed sanitation services (%),Switzerland,NA,99.82
Proportion of population with primary reliance on clean fuels and technology (%),Switzerland,NA,100
Proportion of safely treated domestic wastewater flows (%),Switzerland,NA,99.29
Reported number of people requiring interventions against NTDs,Switzerland,NA,36
Road traffic mortality rate (per 100 000 population),Switzerland,NA,2.4
Suicide mortality rate (per 100 000 population),Switzerland,NA,14.03
Total alcohol per capita (? 15 years of age) consumption (litres of pure alcohol),Switzerland,SEX_BTSX,10.4
Tuberculosis incidence (per 100 000 population),Switzerland,NA,4.6
UHC: Service coverage index,Switzerland,NA,86.34
Under-five mortality rate (per 1000 live births),Switzerland,SEX_BTSX,4.02
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Syrian Arab Republic,SEX_BTSX,94.52
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Syrian Arab Republic,SEX_BTSX,41.1
Age-standardized prevalence of obesity among adults (18+ years) (%),Syrian Arab Republic,SEX_BTSX,33.94
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Syrian Arab Republic,NA,69.66
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Syrian Arab Republic,NA,25.31
Average of 15 International Health Regulations core capacity scores,Syrian Arab Republic,NA,41
Density of dentists (per 10 000 population) ,Syrian Arab Republic,NA,6.61
